LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,PCT_CITY11,PCT_CITY12,PCT_CITY13,PCT_SUB21,PCT_SUB22,PCT_SUB23,PCT_TOWN31,PCT_TOWN32,PCT_TOWN33,PCT_RURAL41,PCT_RURAL42,PCT_RURAL43
100002,Alabama Youth Services,1,1000 Industrial School Road,Mt Meigs,AL,36057,1,1101,Montgomery County,32.376397000000004,-86.084642,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",102,01075,01025,2024-2025,41,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
100005,Albertville City,1,8379 US Highway 431,Albertville,AL,35950,1,1095,Marshall County,34.282186,-86.22362700000001,10700,"Albertville, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01026,01009,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
100006,Marshall County,1,12380 US Highway 431 S,Guntersville,AL,35976,1,1095,Marshall County,34.30577,-86.286958,10700,"Albertville, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01026,01009,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,5.51,94.46,0.0
100007,Hoover City,1,2810 Metropolitan Way,Hoover,AL,35243,1,1073,Jefferson County,33.407169,-86.766082,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01047,01016,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100008,Madison City,1,211 Celtic Drive,Madison,AL,35758,1,1089,Madison County,34.686721,-86.74574100000001,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",105,01004,01002,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100009,Al Inst Deaf And Blind,1,205 E South Street,Talladega,AL,35160,1,1121,Talladega County,33.431960000000004,-86.098534,45180,"Talladega-Sylacauga, AL",2,142,"Birmingham-Cullman-Talladega, AL",103,01035,01011,2024-2025,32,0.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
100010,Al Sch Of Math And Science,1,1255 Dauphin Street,Mobile,AL,36604,1,1097,Mobile County,30.686571,-88.065476,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",102,01097,01033,2024-2025,12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
100011,Leeds City,1,1517 Hurst Avenue,Leeds,AL,35094,1,1073,Jefferson County,33.549781,-86.535914,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01045,01015,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100012,Boaz City,1,126 Newt Parker Dr,Boaz,AL,35957,1,1095,Marshall County,34.213187,-86.160456,10700,"Albertville, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01026,01009,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
100013,Trussville City,1,476 Main Street,Trussville,AL,35173,1,1073,Jefferson County,33.616974,-86.619249,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01044,01017,2024-2025,21,0.0,0.0,0.0,68.61,0.0,0.0,0.0,0.0,0.0,31.39,0.0,0.0
100018,Alabama School of Fine Arts,1,1800 Rev Abraham Woods Jr Blvd,Birmingham,AL,35203,1,1073,Jefferson County,33.520933,-86.81293600000001,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01054,01018,2024-2025,12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
100030,Alexander City,1,375 Lee Street,Alexander City,AL,35010,1,1123,Tallapoosa County,32.940361,-85.957909,10760,"Alexander City, AL",2,194,"Columbus-Auburn-Opelika, GA-AL",103,01081,01030,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,0.0,14.6,0.0,0.0
100060,Andalusia City,1,1201 C C Baker Avenue,Andalusia,AL,36421,1,1039,Covington County,31.327923000000002,-86.482833,N,N,0,N,N,101,01092,01031,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.65,59.35,0.0,0.0
100090,Anniston City,1,4804 McClellan Boulevard,Anniston,AL,36206,1,1015,Calhoun County,33.708165,-85.822863,11500,"Anniston-Oxford, AL",1,N,N,103,01032,01012,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100100,Arab City,1,750 Arabian Dr NE,Arab,AL,35016,1,1095,Marshall County,34.312835,-86.495242,10700,"Albertville, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01027,01009,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
100120,Athens City,1,455 US Highway 31 North,Athens,AL,35611,1,1083,Limestone County,34.809200000000004,-86.949816,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",105,01005,01006,2024-2025,31,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
100176,JF Ingram State Technical College,1,5375 Ingram Rd,Deatsville,AL,36022,1,1051,Elmore County,32.582667,-86.391816,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",106,01031,01030,2024-2025,41,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,62.5,12.5,0.0
100180,Attalla City,1,101 Case Avenue SE,Attalla,AL,35954,1,1055,Etowah County,33.998996,-86.108597,23460,"Gadsden, AL",1,N,N,103,01028,01010,2024-2025,23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
100185,Saraland City,1,4010 Lil Spartan Drive,Saraland,AL,36571,1,1097,Mobile County,30.862118000000002,-88.126675,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",101,01098,01034,2024-2025,21,0.0,0.0,0.0,84.15,0.0,0.0,0.0,0.0,0.0,15.85,0.0,0.0
100188,Chickasaw City,1,201 N Craft HWY,Chickasaw,AL,36611,1,1097,Mobile County,30.763732,-88.075055,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",102,01097,01022,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100189,Satsuma City,1,220 Baker Road,Satsuma,AL,36572,1,1097,Mobile County,30.849239,-88.06779900000001,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",101,01098,01022,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100190,Alabaster City,1,10111 Highway 119,Alabaster,AL,35007,1,1117,Shelby County,33.226138,-86.824059,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01073,01014,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100194,Pelham City,1,3160 Pelham Parkway,Pelham,AL,35124,1,1117,Shelby County,33.287785,-86.811329,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01073,01014,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100195,Pike Road City,1,9045 Vaughn Road,Montgomery,AL,36117,1,1101,Montgomery County,32.367124000000004,-86.12607200000001,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",102,01075,01025,2024-2025,41,0.0,0.0,0.0,45.43,0.0,0.0,0.0,0.0,0.0,54.57,0.0,0.0
100197,MAEF Public Charter Schools,1,3725 AIRPORT BLVD,MOBILE,AL,36608,1,1097,Mobile County,30.672421,-88.13860700000001,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",102,01103,01034,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100199,University Charter School,1,134 University Drive,Livingston,AL,35470,1,1119,Sumter County,32.601648000000004,-88.186266,N,N,0,N,N,107,01071,01024,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100201,Legacy Prep,1,1500 Daniel Payne Drive,Birmingham,AL,35214,1,1073,Jefferson County,33.553991,-86.872386,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01060,01020,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100202,Gulf Shores City,1,300 East 16th Ave,Gulf Shores,AL,36542,1,1003,Baldwin County,30.269665,-87.682647,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",101,01095,01032,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
100203,LEAD Academy,1,2897 Eastern Blvd,Montgomery,AL,36116,1,1101,Montgomery County,32.341405,-86.223619,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",102,01076,01026,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100204,i3 Academy,1,1 55th Place South,Birmingham,AL,35212,1,1073,Jefferson County,33.540173,-86.751554,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01054,01018,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100207,LIFE Academy,1,2048 West Fairview Avenue,Montgomery,AL,36108,1,1101,Montgomery County,32.352192,-86.328259,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",102,01077,01026,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100208,Breakthrough Charter School,1,1820 Prier Drive,Marion,AL,35756,1,1105,Perry County,32.607571,-87.335131,N,N,0,N,N,107,01067,01023,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100210,Auburn City,1,855 E Samford Ave,Auburn,AL,36830,1,1081,Lee County,32.599209,-85.464096,12220,"Auburn-Opelika, AL",1,194,"Columbus-Auburn-Opelika, GA-AL",103,01079,01027,2024-2025,13,0.0,0.0,90.82,0.0,0.0,0.0,0.0,0.0,0.0,9.18,0.0,0.0
100211,Magic City Acceptance Academy,1,75 Bagby Drive,Homewood,AL,35209,1,1073,Jefferson County,33.470676000000005,-86.829899,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01052,01018,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100212,Alabama School of Cyber Technology and Engineering,1,229 Wynn Drive NW,Huntsville,AL,35805,1,1089,Madison County,34.725714,-86.655826,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",105,01053,01002,2024-2025,12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
100213,Alabama Aerospace and Aviation,1,1414 2nd Avenue North,Bessemer,AL,35020,1,1073,Jefferson County,33.397344000000004,-86.956911,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01056,01019,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100240,Autauga County,1,153 W 4th St,Prattville,AL,36067,1,1001,Autauga County,32.462807,-86.474304,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",106,01069,01030,2024-2025,42,0.0,0.0,0.0,47.33,0.0,0.0,0.0,0.0,0.0,20.75,31.92,0.0
100270,Baldwin County,1,2600 North Hand Ave,Bay Minette,AL,36507,1,1003,Baldwin County,30.912515000000003,-87.787491,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",101,01065,01022,2024-2025,13,0.0,0.0,28.23,0.0,0.0,8.86,26.64,5.49,0.0,26.09,4.69,0.0
100300,Barbour County,1,168 Western Bypass,Clayton,AL,36016,1,1005,Barbour County,31.881958,-85.46116500000001,21640,"Eufaula, AL-GA",2,N,N,102,01084,01028,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100330,Bessemer City,1,1621 5th Ave N,Bessemer,AL,35020,1,1073,Jefferson County,33.401041,-86.957423,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01056,01019,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100360,Bibb County,1,721 Walnut Street,Centreville,AL,35042,1,1007,Bibb County,32.9455,-87.143074,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01072,01014,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
100390,Birmingham City,1,2015 Park Place North,Birmingham,AL,35203,1,1073,Jefferson County,33.519899,-86.808778,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01054,01018,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100420,Blount County,1,415 5th Avenue East,Oneonta,AL,35121,1,1009,Blount County,33.949577,-86.475111,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",104,01034,01017,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,99.99,0.0
100450,Brewton City,1,811 Belleville Ave,Brewton,AL,36426,1,1053,Escambia County,31.118078,-87.073117,N,N,0,N,N,101,01066,01022,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.69,0.0,27.31,0.0,0.0
100480,Bullock County,1,108 Hardaway Avenue,Union Springs,AL,36089,1,1011,Bullock County,32.144752000000004,-85.716937,N,N,0,N,N,102,01084,01028,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
100510,Butler County,1,211 School Highlands Road,Greenville,AL,36037,1,1013,Butler County,31.815031,-86.626547,N,N,0,N,N,102,01090,01023,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,32.0
100540,Calhoun County,1,4400 McClellan Blvd,Anniston,AL,36206,1,1015,Calhoun County,33.697485,-85.824338,11500,"Anniston-Oxford, AL",1,N,N,103,01032,01012,2024-2025,41,0.0,0.0,0.0,0.0,0.0,40.97,0.0,0.0,0.0,36.78,22.25,0.0
100600,Chambers County,1,1298  AVC Drive,Lafayette,AL,36862,1,1017,Chambers County,32.890345,-85.382695,29300,"LaGrange, GA-AL",2,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",103,01037,01013,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31,0.0,0.0,20.69,0.0
100630,Cherokee County,1,130 E Main St,Centre,AL,35960,1,1019,Cherokee County,34.151676,-85.678793,N,N,0,N,N,103,01039,01010,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
100660,Chilton County,1,1705 Lay Dam Rd,Clanton,AL,35045,1,1021,Chilton County,32.868878,-86.622212,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",106,01042,01014,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.43,0.0,0.01,64.56,0.0
100690,Choctaw County,1,107 Tom Orr Dr,Butler,AL,36904,1,1023,Choctaw County,32.084838,-88.2326,N,N,0,N,N,107,01065,01024,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100720,Clarke County,1,155 W Cobb St,Grove Hill,AL,36451,1,1025,Clarke County,31.709669,-87.780118,N,N,0,N,N,107,01065,01023,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100750,Clay County,1,62 Court Square,Ashland,AL,36251,1,1027,Clay County,33.257532000000005,-85.844193,N,N,0,N,N,103,01035,01013,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
100780,Cleburne County,1,141 Davenport Drive,Heflin,AL,36264,1,1029,Cleburne County,33.677552,-85.55264600000001,N,N,0,N,N,103,01040,01013,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
100810,Coffee County,1,400 Reddoch Hill Rd,Elba,AL,36323,1,1031,Coffee County,31.410122,-86.056394,21460,"Enterprise, AL",2,222,"Dothan-Enterprise-Ozark, AL",101,01091,01031,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.96,30.04
100840,Colbert County,1,425 Highway 72 West,Tuscumbia,AL,35674,1,1033,Colbert County,34.714351,-87.702389,22520,"Florence-Muscle Shoals, AL",1,250,"Florence-Muscle Shoals-Russellville, AL",104,01003,01006,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.86,32.14,0.0
100870,Conecuh County,1,1455 Ted Bates Road,Evergreen,AL,36401,1,1035,Conecuh County,31.455421,-86.969959,N,N,0,N,N,102,01068,01023,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,90.42
100900,Coosa County,1,73 Nixburg Road,Rockford,AL,35136,1,1037,Coosa County,32.887557,-86.222306,45180,"Talladega-Sylacauga, AL",2,142,"Birmingham-Cullman-Talladega, AL",106,01033,01030,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100930,Covington County,1,807 C C Baker Ave,Andalusia,AL,36421,1,1039,Covington County,31.321586,-86.48297600000001,N,N,0,N,N,101,01092,01031,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,60.24,34.15
100960,Crenshaw County,1,183 Votec Drive,Luverne,AL,36049,1,1041,Crenshaw County,31.7051,-86.2677,N,N,0,N,N,102,01090,01025,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.14,63.86
100990,Cullman City,1,301 1st St N E,Cullman,AL,35055,1,1043,Cullman County,34.1792,-86.8405,18980,"Cullman, AL",2,142,"Birmingham-Cullman-Talladega, AL",104,01012,01004,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
101020,Cullman County,1,402 Arnold St NE,Cullman,AL,35055,1,1043,Cullman County,34.180941000000004,-86.84041,18980,"Cullman, AL",2,142,"Birmingham-Cullman-Talladega, AL",104,01012,01004,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43,0.0,16.73,67.43,3.4
101050,Dale County,1,202 S Hwy 123 Suite E,Ozark,AL,36360,1,1045,Dale County,31.425172,-85.619826,37120,"Ozark, AL",2,222,"Dothan-Enterprise-Ozark, AL",101,01093,01029,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,39.28,60.66,0.0
101080,Daleville City,1,626 N Daleville Ave,Daleville,AL,36322,1,1045,Dale County,31.316204000000003,-85.709728,37120,"Ozark, AL",2,222,"Dothan-Enterprise-Ozark, AL",101,01093,01029,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
101110,Dallas County,1,429 Lauderdale St,Selma,AL,36701,1,1047,Dallas County,32.41171,-87.023871,42820,"Selma, AL",2,388,"Montgomery-Selma, AL",107,01067,01023,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,8.93,35.81,34.46
101140,DeKalb County,1,306 Main St W,Rainsville,AL,35986,1,1049,DeKalb County,34.497227,-85.85123300000001,22840,"Fort Payne, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01024,01008,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,97.01,2.98
101170,Decatur City,1,212 4th Ave SE,Decatur,AL,35601,1,1103,Morgan County,34.602206,-86.981891,19460,"Decatur, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",105,01004,01003,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101200,Demopolis City,1,609 South Cedar Avenue,Demopolis,AL,36732,1,1091,Marengo County,32.510583000000004,-87.834922,N,N,0,N,N,107,01071,01024,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.03,30.97,0.0,0.0
101230,Dothan City,1,1665 Honeysuckle Road,DOTHAN,AL,36301,1,1069,Houston County,31.205412000000003,-85.434158,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",101,01086,01029,2024-2025,13,0.0,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0
101260,Elba City,1,131 Tiger Dr,Elba,AL,36323,1,1031,Coffee County,31.423669,-86.105062,21460,"Enterprise, AL",2,222,"Dothan-Enterprise-Ozark, AL",101,01091,01031,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
101290,Elmore County,1,100 H H Robison Drive,Wetumpka,AL,36092,1,1051,Elmore County,32.55016,-86.21974300000001,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",106,01031,01025,2024-2025,42,0.0,0.0,0.0,23.25,0.0,0.0,27.18,0.0,0.0,6.79,42.79,0.0
101320,Enterprise City,1,220 Hutchinson St,Enterprise,AL,36330,1,1031,Coffee County,31.324232000000002,-85.852006,21460,"Enterprise, AL",2,222,"Dothan-Enterprise-Ozark, AL",101,01091,01031,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.43,0.0,18.57,0.0,0.0
101350,Escambia County,1,301 Belleville Ave,Brewton,AL,36426,1,1053,Escambia County,31.106169,-87.071849,N,N,0,N,N,101,01066,01022,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,0.0,6.85,28.18,6.77
101380,Etowah County,1,401 Broad Street,Gadsden,AL,35901,1,1055,Etowah County,34.013157,-86.003129,23460,"Gadsden, AL",1,N,N,103,01028,01010,2024-2025,41,0.0,0.0,0.01,0.0,0.0,27.24,0.0,10.61,0.0,46.24,15.9,0.0
101410,Eufaula City,1,333 State Docks Road,Eufaula,AL,36027,1,1005,Barbour County,31.867992,-85.151572,21640,"Eufaula, AL-GA",2,N,N,102,01084,01028,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95,0.0,16.05,0.0,0.0
101440,Fairfield City,1,6405 Ave D,Fairfield,AL,35064,1,1073,Jefferson County,33.474518,-86.915058,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01052,01019,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101470,Fayette County,1,103 First Ave NW,Fayette,AL,35555,1,1057,Fayette County,33.684904,-87.832177,N,N,0,N,N,104,01016,01005,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,73.32
101530,Florence City,1,102 S Court Street,Florence,AL,35630,1,1077,Lauderdale County,34.793586000000005,-87.67972,22520,"Florence-Muscle Shoals, AL",1,250,"Florence-Muscle Shoals-Russellville, AL",104,01003,01001,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101560,Fort Payne City,1,205 45th St NE,Fort Payne,AL,35967,1,1049,DeKalb County,34.486206,-85.673755,22840,"Fort Payne, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01024,01008,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.42,0.0,22.58,0.0,0.0
101590,Franklin County,1,500 Coffee Ave NE,Russellville,AL,35653,1,1059,Franklin County,34.508299,-87.727046,40770,"Russellville, AL",2,250,"Florence-Muscle Shoals-Russellville, AL",104,01018,01006,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,27.75
101620,Gadsden City,1,1026 Chestnut St,Gadsden,AL,35901,1,1055,Etowah County,34.013852,-86.01809800000001,23460,"Gadsden, AL",1,N,N,103,01028,01010,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101640,Geneva City,1,511 Panther Drive,Geneva,AL,36340,1,1061,Geneva County,31.045519000000002,-85.881578,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",101,01087,01029,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
101660,Geneva County,1,606 S Academy St,Geneva,AL,36340,1,1061,Geneva County,31.031117000000002,-85.86647500000001,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",101,01087,01029,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13,24.87
101680,Greene County,1,220 Main St,Eutaw,AL,35462,1,1063,Greene County,32.841464,-87.889358,46220,"Tuscaloosa, AL",1,N,N,107,01072,01024,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
101690,Guntersville City,1,4200 Highway 79 South,Guntersville,AL,35976,1,1095,Marshall County,34.308812,-86.339579,10700,"Albertville, AL",2,290,"Huntsville-Decatur-Albertville, AL-TN",104,01027,01009,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
101710,Hale County,1,1115 Powers St,Greensboro,AL,36744,1,1065,Hale County,32.70705,-87.593647,46220,"Tuscaloosa, AL",1,N,N,107,01072,01024,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.92,46.08,0.0
101720,Haleyville City,1,2011 20th St,Haleyville,AL,35565,1,1133,Winston County,34.225543,-87.60498,N,N,0,N,N,104,01017,01004,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
101730,Hartselle City,1,305 College St NE,Hartselle,AL,35640,1,1103,Morgan County,34.44704,-86.931461,19460,"Decatur, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",105,01009,01003,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,48.47,0.0,0.0,51.53,0.0,0.0
101740,Henry County,1,300 N Trawick Street,Abbeville,AL,36310,1,1067,Henry County,31.566851,-85.252131,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",101,01085,01028,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
101760,Homewood City,1,450 Dale Avenue,Homewood,AL,35209,1,1073,Jefferson County,33.477464,-86.80551,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",107,01052,01018,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
