LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,PCT_CITY11,PCT_CITY12,PCT_CITY13,PCT_SUB21,PCT_SUB22,PCT_SUB23,PCT_TOWN31,PCT_TOWN32,PCT_TOWN33,PCT_RURAL41,PCT_RURAL42,PCT_RURAL43
400774,Daisy Education Corporation dba Sonoran Science Ac (89915),4,7450 East Stella Road,TUCSON,AZ,85730,4,4019,Pima County,32.184273000000005,-110.83400900000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04021,04021,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400775,San Tan Montessori School Inc. (89798),4,3959 E ELLIOT RD,GILBERT,AZ,85234,4,4013,Maricopa County,33.349425000000004,-111.70500100000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400776,Daisy Education Corporation dba Sonoran Science Ac (89914),4,3535 E MCDOWELL RD,PHOENIX,AZ,85008,4,4013,Maricopa County,33.465354,-112.005594,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400777,Santa Cruz County Sheriff's Office (79473),4,2170 N CONGRESS DR,NOGALES,AZ,85621,4,4023,Santa Cruz County,31.372263,-110.937543,35700,"Nogales, AZ",2,536,"Tucson-Nogales, AZ",407,04021,04021,2024-2025,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400778,Daisy Education Corporation dba Paragon Science Ac (89917),4,5580 W CHANDLER BLVD,CHANDLER,AZ,85226,4,4013,Maricopa County,33.317311000000004,-111.892841,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04013,04013,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400779,Greenlee County Sheriff's Office (79542),4,Hwy 191,Clifton,AZ,85533,4,4011,Greenlee County,33.037662000000005,-109.29706800000001,N,N,0,N,N,406,04019,04019,2024-2025,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400780,Imagine Avondale Elementary Inc. (89784),4,18052 N BLACK CANYON HWY,PHOENIX,AZ,85053,4,4013,Maricopa County,33.651525,-112.11599500000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04002,04002,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400781,Math and Science Success Academy Inc. (89852),4,1557 W PRINCE RD,TUCSON,AZ,85705,4,4019,Pima County,32.27182,-110.999684,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04020,04020,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400782,Haven Montessori Children's House Inc. (89951),4,621 W CLAY AVE,FLAGSTAFF,AZ,86001,4,4005,Coconino County,35.195581000000004,-111.658088,22380,"Flagstaff, AZ",1,N,N,402,04006,04006,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400783,Imagine Prep Superstition Inc. (89788),4,1843 W 16TH AVE,Apache Junction,AZ,85120,4,4021,Pinal County,33.399654,-111.566192,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04010,04010,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400785,AZ Compass Schools Inc. (89869),4,2020 N ARIZONA AVE STE G62,CHANDLER,AZ,85225,4,4013,Maricopa County,33.337025000000004,-111.84383700000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04012,04012,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400786,West Valley Arts and Technology Academy Inc. (90036),4,5625 S 51ST AVE,LAVEEN,AZ,85339,4,4013,Maricopa County,33.394980000000004,-112.167071,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400787,Kaizen Education Foundation dba Vista Grove Prepar (90330),4,6150 N 16TH ST STE A,PHOENIX,AZ,85016,4,4013,Maricopa County,33.527109,-112.04795200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400788,ASU Preparatory Academy (90273),4,1130 E University Dr. Ste 230,Tempe,AZ,85287,4,4013,Maricopa County,33.423291,-111.921142,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400789,Kaizen Education Foundation dba Liberty Arts Acade (90334),4,6150 N 16TH ST STE A,PHOENIX,AZ,85016,4,4013,Maricopa County,33.527109,-112.04795200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400790,Apache Junction Unified District (4443),4,801 W SOUTHERN AVE,Apache Junction,AZ,85120,4,4021,Pinal County,33.392997,-111.56262400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04007,04007,2024-2025,21,0.0,0.0,0.0,54.26,0.0,0.0,11.55,0.0,0.0,34.19,0.0,0.0
400792,Vector School District Inc. (90317),4,2020 N Arizona Ave #5,CHANDLER,AZ,85225,4,4013,Maricopa County,33.337025000000004,-111.84383700000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04012,04012,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400793,Sun Valley Academy - South Mountain Inc. (90192),4,2675 W BASELINE RD,PHOENIX,AZ,85041,4,4013,Maricopa County,33.37686,-112.11552800000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400794,Western Arizona Vocational District #50 (90123),4,700 W BEALE ST,KINGMAN,AZ,86401,4,4015,Mohave County,35.189781,-114.06466200000001,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,41,0.0,0.0,17.39,0.0,0.0,8.7,0.0,17.39,0.0,56.52,0.0,0.0
400796,CAFA Inc. dba Learning Foundation and Performing  (90328),4,4055 E WARNER RD,GILBERT,AZ,85296,4,4013,Maricopa County,33.334857,-111.70333400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400797,Academy Del Sol Inc. (90199),4,7102 W VALLEY CREST PL,TUCSON,AZ,85757,4,4019,Pima County,32.130577,-111.11699700000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04023,04023,2024-2025,21,23.46,0.0,0.0,76.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400798,Pioneer Preparatory School (90140),4,6510 W CLARENDON AVE,PHOENIX,AZ,85033,4,4013,Maricopa County,33.49183,-112.20021100000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04024,04024,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400799,Kaizen Education Foundation dba Gilbert Arts Acade (90333),4,6150 N 16TH ST STE A,PHOENIX,AZ,85016,4,4013,Maricopa County,33.527109,-112.04795200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400800,The Odyssey Preparatory Academy Inc. (90287),4,1495 S VERRADO WAY,BUCKEYE,AZ,85326,4,4013,Maricopa County,33.433642,-112.502515,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04025,04025,2024-2025,41,0.0,0.0,0.0,32.16,0.0,0.0,17.6,0.0,0.0,50.24,0.0,0.0
400801,Skyline Gila River Schools LLC (90329),4,978 N Preschool Rd.,Bapchule,AZ,85121,4,4013,Maricopa County,33.217713,-111.83828000000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04013,04013,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
400802,Imagine Avondale Middle Inc. (90162),4,950 N Eliseo C Felix Jr Way,Avondale,AZ,85323,4,4013,Maricopa County,33.442572,-112.33822900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04022,04022,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400803,CAFA Inc. dba Learning Foundation and Performing  (90327),4,4055 E WARNER RD,GILBERT,AZ,85296,4,4013,Maricopa County,33.334857,-111.70333400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400805,Choice Academies Inc. (90138),4,2323 W PARKSIDE LN,PHOENIX,AZ,85027,4,4013,Maricopa County,33.695278,-112.109925,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04002,04002,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400807,Daisy Education Corporation dba. Sonoran Science A (90284),4,5741 E IRONWOOD ST,TUCSON,AZ,85708,4,4019,Pima County,32.1818,-110.8695,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04021,04021,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400810,Imagine Superstition Middle Inc. (90160),4,1843 W 16TH AVE,Apache Junction,AZ,85120,4,4021,Pinal County,33.399654,-111.566192,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04010,04010,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400811,Ombudsman Educational Services LTD a subsidiary  (90326),4,1585 N MILWAUKEE AVE STE 2A,LIBERTYVILLE,IL,60048,4,4013,Maricopa County,33.640426,-112.136724,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04002,04002,2024-2025,11,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400813,Camp Verde Unified School District dba South Verde (90136),4,462 S MAIN ST,CAMP VERDE,AZ,86322,4,4025,Yavapai County,34.562775,-111.85423100000001,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400814,CPLC Community Schools dba Hiaki High School (90331),4,4747 W CALLE VICAM,TUCSON,AZ,85757,4,4019,Pima County,32.115879,-111.067171,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04020,04020,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400815,Research Based Education Corporation (90275),4,8433 N BLACK CANYON HWY STE 16,PHOENIX,AZ,85021,4,4013,Maricopa County,33.560097,-112.113273,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04026,04026,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
400816,Educational Options Foundation (90201),4,6710 W CALLE LEJOS,PEORIA,AZ,85383,4,4013,Maricopa County,33.704113,-112.20395500000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04028,04028,2024-2025,21,0.0,0.0,0.0,84.09,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0
400817,Ed Ahead (90506),4,3025 N WINSTEL BLVD,TUCSON,AZ,85716,4,4019,Pima County,32.262261,-110.91228100000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04018,04018,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400818,BASIS Charter Schools Inc. (90508),4,7975 N HAYDEN RD STE B121,SCOTTSDALE,AZ,85258,4,4013,Maricopa County,33.553063,-111.89736900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400819,Anthem Preparatory Academy (90532),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
400820,Compass Points International Inc (90533),4,551 1ST ST,PRESCOTT,AZ,86301,4,4025,Yavapai County,34.5509,-112.4718,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400821,Pima Prevention Partnership (90536),4,924 N Alvernon Way,Tucson,AZ,85711,4,4019,Pima County,32.233271,-110.909141,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04018,04018,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400822,Daisy Education Corporation dba. Sonoran Science A (90541),4,17667 N 91ST AVE,PEORIA,AZ,85382,4,4013,Maricopa County,33.643843000000004,-112.25460600000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04028,04028,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400823,Kaizen Education Foundation dba Mission Heights Pr (90548),4,6150 N 16TH ST STE A,PHOENIX,AZ,85016,4,4013,Maricopa County,33.527109,-112.04795200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04005,04005,2024-2025,13,32.56,0.0,67.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400824,Leading Edge Academy Maricopa (90637),4,633 E RAY RD STE 132,GILBERT,AZ,85296,4,4013,Maricopa County,33.320628,-111.77563500000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
400827,Arizona Education Solutions (90758),4,2500 S POWER RD STE 215,MESA,AZ,85209,4,4013,Maricopa County,33.370322,-111.68882400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400828,Arizona Agribusiness & Equine Center Inc. (90779),4,3400 N Dysart Rd,Avondale,AZ,85392,4,4013,Maricopa County,33.485749,-112.341575,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04022,04022,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400829,BASIS Charter Schools Inc. (90841),4,7975 N HAYDEN RD STE B100,SCOTTSDALE,AZ,85258,4,4013,Maricopa County,33.553063,-111.89736900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400830,BASIS Charter Schools Inc. (90842),4,11485 N 136TH ST STE 109,SCOTTSDALE,AZ,85259,4,4013,Maricopa County,33.590361,-111.78801200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04003,04003,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400831,BASIS Charter Schools Inc. (90862),4,7975 N HAYDEN RD STE B100,SCOTTSDALE,AZ,85258,4,4013,Maricopa County,33.553063,-111.89736900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400832,Archway Classical Academy Trivium West (90915),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400833,Archway Classical Academy Veritas (90916),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400834,Archway Classical Academy Chandler (90917),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400835,Yuma County Education Service Agency (79196),4,210 S 1ST AVE,YUMA,AZ,85364,4,4027,Yuma County,32.723477,-114.62113000000001,49740,"Yuma, AZ",1,N,N,407,04023,04023,2024-2025,12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400836,Arizona Supreme Court (9576),4,1501 W WASHINGTON ST STE 337,PHOENIX,AZ,85007,4,4013,Maricopa County,33.447542,-112.092303,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400837,Apache County Sheriff's Office (79547),4,75 W Cleveland St,St Johns,AZ,85936,4,4001,Apache County,34.501845,-109.36502200000001,N,N,0,N,N,402,04006,04006,2024-2025,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
400838,Arizona Agribusiness & Equine Center Inc. (91131),4,7500 E Civic Circle,Prescott Valley,AZ,86314,4,4025,Yavapai County,34.597896,-112.333545,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,13,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
400839,Pima Rose Academy Inc. (90997),4,1690 W IRVINGTON RD,TUCSON,AZ,85746,4,4019,Pima County,32.161300000000004,-111.00200000000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04020,04020,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400840,Arlington Elementary District (4274),4,9410 S 355TH AVE,ARLINGTON,AZ,85322,4,4013,Maricopa County,33.3609,-112.8168,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04025,04025,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
400841,Archway Classical Academy Scottsdale (90857),4,707 N 44th Street,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400842,Legacy Traditional School - Northwest Tucson (91137),4,3500 W CORTARO FARMS RD,TUCSON,AZ,85742,4,4019,Pima County,32.3607,-111.0413,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04018,04018,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400843,BASIS Charter Schools Inc. (91280),4,13613 N CAVE CREEK RD,PHOENIX,AZ,85022,4,4013,Maricopa County,33.59384,-112.014065,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400844,La Tierra Community School Inc (90900),4,124 N VIRGINIA ST,PRESCOTT,AZ,86301,4,4025,Yavapai County,34.5428,-112.46230000000001,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400845,Leading Edge Academy Queen Creek  (91174),4,4815 W HUNT HWY,QUEEN CREEK,AZ,85142,4,4021,Pinal County,33.199,-111.6182,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04015,04015,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
400846,South Valley Academy Inc. (90540),4,7450 S 40TH ST,PHOENIX,AZ,85042,4,4013,Maricopa County,33.379666,-111.997217,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400847,Legacy Traditional School - Avondale (91135),4,17760 N REGENT DR,MARICOPA,AZ,85138,4,4013,Maricopa County,33.450347,-112.32463700000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04022,04022,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400849,EAGLE College Prep Harmony LLC (91170),4,2435 E PECAN RD,PHOENIX,AZ,85040,4,4013,Maricopa County,33.395228,-112.02846100000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400850,Reid Traditional Schools' Painted Rock Academy Inc (91317),4,14841 N BLACK CANYON HWY,PHOENIX,AZ,85023,4,4013,Maricopa County,33.6207,-112.115121,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04002,04002,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400851,Trivium Preparatory Academy (90859),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400852,Kaizen Education Foundation dba Havasu Preparatory (90535),4,6150 N 16TH ST STE A,PHOENIX,AZ,85016,4,4013,Maricopa County,33.527109,-112.04795200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04005,04005,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400853,South Phoenix Academy Inc. (91108),4,7450 S 40TH ST,PHOENIX,AZ,85042,4,4013,Maricopa County,33.379666,-111.997217,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400855,Legacy Traditional School - Chandler (91133),4,3201 S GILBERT RD BLDG B,CHANDLER,AZ,85286,4,4013,Maricopa County,33.259907,-111.788346,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04013,04013,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400857,ASU Preparatory Academy (91307),4,6950 E WILLIAMS FIELD RD,MESA,AZ,85212,4,4013,Maricopa County,33.308667,-111.682045,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04015,04015,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400858,ASU Preparatory Academy (91303),4,735 E FILLMORE ST,PHOENIX,AZ,85006,4,4013,Maricopa County,33.454094,-112.06396400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400859,ASU Preparatory Academy (91305),4,430 E University Drive,Tempe,AZ,85281,4,4013,Maricopa County,33.423211,-111.921092,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400861,North Phoenix Preparatory Academy (90879),4,701 N 44TH ST,PHOENIX,AZ,85008,4,4013,Maricopa County,33.456048,-111.986737,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04008,04008,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400863,The Paideia Academies Inc (91250),4,7777 S 15TH TER,PHOENIX,AZ,85042,4,4013,Maricopa County,33.376066,-112.04829400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400864,Happy Valley East (90906),4,827 E 6TH AVE,MESA,AZ,85204,4,4021,Pinal County,33.259509,-111.562234,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04015,04015,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
